"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_061","Ferrozine","Fe_total_ug_g",25.6,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","Ferrozine","Fe3_ug_g",22.2,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","Ferrozine","Fe2_ug_g",1.85,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","Ferrozine","Fe_total_ug_g",22.57,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","Ferrozine","Fe3_ug_g",20.71,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","Ferrozine","Fe2_ug_g",1.96,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","Ferrozine","Fe_total_ug_g",19.59,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","Ferrozine","Fe3_ug_g",17.63,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_064","Ferrozine","Fe2_ug_g",1.87,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","Ferrozine","Fe_total_ug_g",18.39,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","Ferrozine","Fe3_ug_g",16.52,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","Ferrozine","Fe2_ug_g",1.95,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","Ferrozine","Fe_total_ug_g",19.21,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","Ferrozine","Fe3_ug_g",17.26,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","Ferrozine","Fe2_ug_g",2.36,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","Ferrozine","Fe_total_ug_g",24.82,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","Ferrozine","Fe3_ug_g",22.46,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_067","Ferrozine","Fe2_ug_g",3.18,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","Ferrozine","Fe_total_ug_g",23.82,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","Ferrozine","Fe3_ug_g",20.64,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","Ferrozine","Fe2_ug_g",2.19,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","Ferrozine","Fe_total_ug_g",12.78,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","Ferrozine","Fe3_ug_g",10.59,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","Ferrozine","Fe2_ug_g",2.84,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","Ferrozine","Fe_total_ug_g",34.36,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","Ferrozine","Fe3_ug_g",31.52,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","Ferrozine","Fe2_ug_g",27.44,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","Ferrozine","Fe_total_ug_g",104.18,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","Ferrozine","Fe3_ug_g",76.75,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","Ferrozine","Fe2_ug_g",2.51,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","Ferrozine","Fe_total_ug_g",25.78,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","Ferrozine","Fe3_ug_g",23.28,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","Ferrozine","Fe2_ug_g",8.73,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","Ferrozine","Fe_total_ug_g",75.37,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","Ferrozine","Fe3_ug_g",66.64,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","Ferrozine","Fe2_ug_g",4.33,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","Ferrozine","Fe_total_ug_g",60.21,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","Ferrozine","Fe3_ug_g",55.89,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","Ferrozine","Fe2_ug_g",96.23,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","Ferrozine","Fe_total_ug_g",174.24,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","Ferrozine","Fe3_ug_g",78,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","Ferrozine","Fe2_ug_g",6.23,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","Ferrozine","Fe_total_ug_g",111.83,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","Ferrozine","Fe3_ug_g",105.59,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","Ferrozine","Fe2_ug_g",13.14,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","Ferrozine","Fe_total_ug_g",74.6,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","Ferrozine","Fe3_ug_g",61.46,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","Ferrozine","Fe2_ug_g",7.76,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","Ferrozine","Fe_total_ug_g",119.11,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","Ferrozine","Fe3_ug_g",111.35,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","Ferrozine","Fe2_ug_g",25.94,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","Ferrozine","Fe_total_ug_g",124.41,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","Ferrozine","Fe3_ug_g",98.47,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","Ferrozine","Fe2_ug_g",18.4,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","Ferrozine","Fe_total_ug_g",212.28,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","Ferrozine","Fe3_ug_g",193.89,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","Ferrozine","Fe2_ug_g",9.09,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","Ferrozine","Fe_total_ug_g",165.21,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","Ferrozine","Fe3_ug_g",156.12,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","Ferrozine","Fe2_ug_g",10.57,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","Ferrozine","Fe_total_ug_g",204.33,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","Ferrozine","Fe3_ug_g",193.76,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","Ferrozine","Fe2_ug_g",4.41,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","Ferrozine","Fe_total_ug_g",224.23,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","Ferrozine","Fe3_ug_g",219.82,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","Ferrozine","Fe2_ug_g",54.04,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","Ferrozine","Fe_total_ug_g",147.24,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","Ferrozine","Fe3_ug_g",93.2,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","Ferrozine","Fe2_ug_g",108.88,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","Ferrozine","Fe_total_ug_g",227.75,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","Ferrozine","Fe3_ug_g",118.87,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","Ferrozine","Fe2_ug_g",8.32,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","Ferrozine","Fe_total_ug_g",236.39,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","Ferrozine","Fe3_ug_g",228.07,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","Ferrozine","Fe2_ug_g",12.34,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","Ferrozine","Fe_total_ug_g",168.97,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","Ferrozine","Fe3_ug_g",156.63,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","Ferrozine","Fe2_ug_g",10.72,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","Ferrozine","Fe_total_ug_g",175.08,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","Ferrozine","Fe3_ug_g",164.36,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_061","Mehlich3","mehlichp_ugg",44.84,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","Mehlich3","mehlichp_ugg",11.58,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","Mehlich3","mehlichp_ugg",10.51,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_064","Mehlich3","mehlichp_ugg",25.26,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","Mehlich3","mehlichp_ugg",26.13,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","Mehlich3","mehlichp_ugg",11.7,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_067","Mehlich3","mehlichp_ugg",8.64,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","Mehlich3","mehlichp_ugg",16.46,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","Mehlich3","mehlichp_ugg",33.14,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","Mehlich3","mehlichp_ugg",150.28,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","Mehlich3","mehlichp_ugg",192.32,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","Mehlich3","mehlichp_ugg",149.69,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","Mehlich3","mehlichp_ugg",113.39,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","Mehlich3","mehlichp_ugg",151.74,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","Mehlich3","mehlichp_ugg",276.18,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","Mehlich3","mehlichp_ugg",119.98,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","Mehlich3","mehlichp_ugg",110.19,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","Mehlich3","mehlichp_ugg",184.02,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","Mehlich3","mehlichp_ugg",109.31,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","Mehlich3","mehlichp_ugg",97.59,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","Mehlich3","mehlichp_ugg",84.11,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","Mehlich3","mehlichp_ugg",173.35,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","Mehlich3","mehlichp_ugg",124.02,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","Mehlich3","mehlichp_ugg",148.02,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","Mehlich3","mehlichp_ugg",117.02,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","Mehlich3","mehlichp_ugg",100.51,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","Mehlich3","mehlichp_ugg",106.01,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","Mehlich3","mehlichp_ugg",49.09,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","Mehlich3","mehlichp_ugg",125.73,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","Mehlich3","mehlichp_ugg",110.3,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","Mehlich3","mehlichp_ugg",116.89,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","Mehlich3","mehlichp_ugg",113.21,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","Mehlich3","mehlichp_ugg",134.06,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","Mehlich3","mehlichp_ugg",126.76,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","Mehlich3","mehlichp_ugg",102.75,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_107","Mehlich3","mehlichp_ugg",1.22,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_108","Mehlich3","mehlichp_ugg",0.66,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_109","Mehlich3","mehlichp_ugg",1.08,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_110","Mehlich3","mehlichp_ugg",-0.06,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_111","Mehlich3","mehlichp_ugg",-0.05,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_112","Mehlich3","mehlichp_ugg",0.85,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","Mehlich3","mehlichp_ugg",3.92,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_114","Mehlich3","mehlichp_ugg",2.7,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_115","Mehlich3","mehlichp_ugg",9.95,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","Mehlich3","mehlichp_ugg",10.35,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","Mehlich3","mehlichp_ugg",13.27,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_118","Mehlich3","mehlichp_ugg",5.68,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_119","Mehlich3","mehlichp_ugg",4.58,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_120","Mehlich3","mehlichp_ugg",4.92,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_061","IC","Sodium_ug_g",13.01,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Ammonia_ug_g",0,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Potassium_ug_g",65.84,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Magnesium_ug_g",16.8,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Calcium_ug_g",68.5,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Fluoride_ug_g",0.48,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Chloride_ug_g",1.62,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Sulfate_ug_g",12.68,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Nitrate_ug_g",338.4,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","IC","Phosphate_ug_g",3.39,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","IC","Sodium_ug_g",6.57,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Ammonia_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Potassium_ug_g",100.62,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Magnesium_ug_g",11.51,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Calcium_ug_g",36.49,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Fluoride_ug_g",1.22,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Chloride_ug_g",0.97,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Sulfate_ug_g",9.65,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Nitrate_ug_g",245.59,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","IC","Phosphate_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","IC","Sodium_ug_g",10.39,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Ammonia_ug_g",0,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Potassium_ug_g",59.35,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Magnesium_ug_g",10.31,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Calcium_ug_g",42.54,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Fluoride_ug_g",0.81,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Chloride_ug_g",0.81,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Sulfate_ug_g",7.96,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Nitrate_ug_g",212.72,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","IC","Phosphate_ug_g",0,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_064","IC","Sodium_ug_g",9.34,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Ammonia_ug_g",3.66,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Potassium_ug_g",102.22,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Magnesium_ug_g",6.58,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Calcium_ug_g",0,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Fluoride_ug_g",0.45,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Chloride_ug_g",3.89,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Sulfate_ug_g",22.04,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Nitrate_ug_g",216.4,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","IC","Phosphate_ug_g",3.59,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","IC","Sodium_ug_g",7.91,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Ammonia_ug_g",0,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Potassium_ug_g",63.39,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Magnesium_ug_g",21.6,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Calcium_ug_g",89.35,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Fluoride_ug_g",0.58,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Chloride_ug_g",3.54,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Sulfate_ug_g",20.28,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Nitrate_ug_g",411.99,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","IC","Phosphate_ug_g",2.89,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","IC","Sodium_ug_g",7.03,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Ammonia_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Potassium_ug_g",49.41,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Magnesium_ug_g",8.78,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Calcium_ug_g",38.13,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Fluoride_ug_g",0.66,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Chloride_ug_g",1.02,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Sulfate_ug_g",8.64,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Nitrate_ug_g",195.35,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","IC","Phosphate_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_067","IC","Sodium_ug_g",5.82,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Ammonia_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Potassium_ug_g",83.19,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Magnesium_ug_g",14.75,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Calcium_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Fluoride_ug_g",0.49,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Chloride_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Sulfate_ug_g",13.69,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Nitrate_ug_g",318.51,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","IC","Phosphate_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","IC","Sodium_ug_g",9.51,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Ammonia_ug_g",0,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Potassium_ug_g",114.35,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Magnesium_ug_g",18.56,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Calcium_ug_g",0,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Fluoride_ug_g",0.63,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Chloride_ug_g",1.81,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Sulfate_ug_g",16.03,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Nitrate_ug_g",460.3,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","IC","Phosphate_ug_g",3.44,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","IC","Sodium_ug_g",7.47,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Ammonia_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Potassium_ug_g",86.22,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Magnesium_ug_g",11.16,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Calcium_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Fluoride_ug_g",0.8,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Chloride_ug_g",1.28,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Sulfate_ug_g",4.25,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Nitrate_ug_g",235.3,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","IC","Phosphate_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","IC","Sodium_ug_g",11.46,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Ammonia_ug_g",0,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Potassium_ug_g",33.31,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Magnesium_ug_g",22.24,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Calcium_ug_g",138.9,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Fluoride_ug_g",1.37,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Chloride_ug_g",4.21,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Sulfate_ug_g",37.42,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Nitrate_ug_g",57.89,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","IC","Phosphate_ug_g",2.55,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","IC","Sodium_ug_g",9.49,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Ammonia_ug_g",0,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Potassium_ug_g",203.31,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Magnesium_ug_g",14.53,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Calcium_ug_g",0,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Fluoride_ug_g",0.96,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Chloride_ug_g",2.44,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Sulfate_ug_g",19.23,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Nitrate_ug_g",414.1,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","IC","Phosphate_ug_g",39.69,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","IC","Sodium_ug_g",11.06,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Ammonia_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Potassium_ug_g",13.77,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Magnesium_ug_g",3.65,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Calcium_ug_g",23.47,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Fluoride_ug_g",0.42,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Chloride_ug_g",8.24,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Sulfate_ug_g",16.79,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Nitrate_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","IC","Phosphate_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","IC","Sodium_ug_g",26.66,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Ammonia_ug_g",0,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Potassium_ug_g",12.83,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Magnesium_ug_g",19.15,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Calcium_ug_g",74.03,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Fluoride_ug_g",1.19,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Chloride_ug_g",7.97,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Sulfate_ug_g",27.39,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Nitrate_ug_g",267.53,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","IC","Phosphate_ug_g",6.32,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","IC","Sodium_ug_g",24.66,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Ammonia_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Potassium_ug_g",45.68,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Magnesium_ug_g",21.35,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Calcium_ug_g",82.11,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Fluoride_ug_g",2.42,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Chloride_ug_g",18.6,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Sulfate_ug_g",82.33,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Nitrate_ug_g",133.41,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","IC","Phosphate_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","IC","Sodium_ug_g",26.81,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Ammonia_ug_g",0,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Potassium_ug_g",29.46,"WLE","OWC","transition","125","A"
