[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	8/9/2022 10:26:48 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:44:58 PM	1	3	NPOC	0.000	0.000	0.000	 	 	 	*******	0.000	0.00	0.000	0.00	86	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:52:28 PM	2	1	NPOC	5.100	4.540	1.000	 	 	 	*******	0.1792	3.95	0.000	0.00	87	1	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:54:37 PM	2	2	NPOC	4.338	4.540	1.000	 	 	 	*******	0.1792	3.95	0.000	0.00	87	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:56:46 PM	2	3	NPOC	4.680	4.540	1.000	 	 	 	*******	0.1792	3.95	0.000	0.00	87	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 3:59:01 PM	2	4	NPOC	5.007	4.540	1.000	 	 	 	*******	0.1792	3.95	0.000	0.00	87	1	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:01:20 PM	2	5	NPOC	4.602	4.540	1.000	 	 	 	*******	0.1792	3.95	0.000	0.00	87	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:09:28 PM	3	1	NPOC	16.41	16.37	5.000	 	 	 	*******	0.1193	0.73	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:12:10 PM	3	2	NPOC	16.47	16.37	5.000	 	 	 	*******	0.1193	0.73	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:14:44 PM	3	3	NPOC	16.24	16.37	5.000	 	 	 	*******	0.1193	0.73	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:22:59 PM	4	1	NPOC	36.21	35.80	10.00	 	 	 	*******	0.3612	1.01	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:25:48 PM	4	2	NPOC	35.52	35.80	10.00	 	 	 	*******	0.3612	1.01	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:28:28 PM	4	3	NPOC	35.68	35.80	10.00	 	 	 	*******	0.3612	1.01	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:37:07 PM	5	1	NPOC	167.5	165.8	50.00	 	 	 	*******	2.831	1.71	0.000	0.00	90	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:40:16 PM	5	2	NPOC	162.5	165.8	50.00	 	 	 	*******	2.831	1.71	0.000	0.00	90	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:43:15 PM	5	3	NPOC	167.3	165.8	50.00	 	 	 	*******	2.831	1.71	0.000	0.00	90	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:52:05 PM	6	1	NPOC	355.9	353.5	100.0	 	 	 	*******	5.564	1.57	0.000	0.00	91	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:55:11 PM	6	2	NPOC	347.1	353.5	100.0	 	 	 	*******	5.564	1.57	0.000	0.00	91	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal		1.00			8/8/2022 4:58:24 PM	6	3	NPOC	357.4	353.5	100.0	 	 	 	*******	5.564	1.57	0.000	0.00	91	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:06:02 PM	1	1	NPOC	1.742	0.9656	0.4972	0.2756	NPOC:0.2756mg/L	NPOC:0.2756mg/L	*******	0.2155	22.32	0.06151	22.32	80	1	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:08:11 PM	1	2	NPOC	1.486	0.9656	0.4241	0.2756	NPOC:0.2756mg/L	NPOC:0.2756mg/L	*******	0.2155	22.32	0.06151	22.32	80	1	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:10:19 PM	1	3	NPOC	0.9207	0.9656	0.2628	0.2756	NPOC:0.2756mg/L	NPOC:0.2756mg/L	*******	0.2155	22.32	0.06151	22.32	80	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:12:27 PM	1	4	NPOC	1.200	0.9656	0.3425	0.2756	NPOC:0.2756mg/L	NPOC:0.2756mg/L	*******	0.2155	22.32	0.06151	22.32	80	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:14:36 PM	1	5	NPOC	0.7761	0.9656	0.2215	0.2756	NPOC:0.2756mg/L	NPOC:0.2756mg/L	*******	0.2155	22.32	0.06151	22.32	80	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:22:37 PM	1	1	NPOC	16.82	16.91	4.801	4.826	NPOC:4.826mg/L	NPOC:4.826mg/L	*******	0.2610	1.54	0.07450	1.54	81	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:25:05 PM	1	2	NPOC	16.70	16.91	4.767	4.826	NPOC:4.826mg/L	NPOC:4.826mg/L	*******	0.2610	1.54	0.07450	1.54	81	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:27:40 PM	1	3	NPOC	17.20	16.91	4.909	4.826	NPOC:4.826mg/L	NPOC:4.826mg/L	*******	0.2610	1.54	0.07450	1.54	81	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0221	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:35:41 PM	1	1	NPOC	37.65	38.04	10.75	10.86	NPOC:10.86mg/L	NPOC:10.86mg/L	*******	0.3378	0.89	0.09641	0.89	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0221	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:38:22 PM	1	2	NPOC	38.24	38.04	10.91	10.86	NPOC:10.86mg/L	NPOC:10.86mg/L	*******	0.3378	0.89	0.09641	0.89	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0221	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:41:01 PM	1	3	NPOC	38.23	38.04	10.91	10.86	NPOC:10.86mg/L	NPOC:10.86mg/L	*******	0.3378	0.89	0.09641	0.89	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0222	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:48:53 PM	1	1	NPOC	37.29	39.24	10.64	11.20	NPOC:11.20mg/L	NPOC:11.20mg/L	*******	0.5551	1.41	0.1584	1.41	2	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0222	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:51:34 PM	1	2	NPOC	37.86	39.24	10.81	11.20	NPOC:11.20mg/L	NPOC:11.20mg/L	*******	0.5551	1.41	0.1584	1.41	2	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0222	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:54:13 PM	1	3	NPOC	39.88	39.24	11.38	11.20	NPOC:11.20mg/L	NPOC:11.20mg/L	*******	0.5551	1.41	0.1584	1.41	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0222	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:56:59 PM	1	4	NPOC	38.95	39.24	11.12	11.20	NPOC:11.20mg/L	NPOC:11.20mg/L	*******	0.5551	1.41	0.1584	1.41	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0222	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 5:59:57 PM	1	5	NPOC	38.89	39.24	11.10	11.20	NPOC:11.20mg/L	NPOC:11.20mg/L	*******	0.5551	1.41	0.1584	1.41	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0223	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:07:41 PM	1	1	NPOC	40.20	40.21	11.47	11.48	NPOC:11.48mg/L	NPOC:11.48mg/L	*******	0.3902	0.97	0.1114	0.97	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0223	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:10:20 PM	1	2	NPOC	39.83	40.21	11.37	11.48	NPOC:11.48mg/L	NPOC:11.48mg/L	*******	0.3902	0.97	0.1114	0.97	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0223	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:13:01 PM	1	3	NPOC	40.61	40.21	11.59	11.48	NPOC:11.48mg/L	NPOC:11.48mg/L	*******	0.3902	0.97	0.1114	0.97	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0224	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:20:56 PM	1	1	NPOC	35.60	35.97	10.16	10.27	NPOC:10.27mg/L	NPOC:10.27mg/L	*******	0.3275	0.91	0.09347	0.91	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0224	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:23:42 PM	1	2	NPOC	36.07	35.97	10.30	10.27	NPOC:10.27mg/L	NPOC:10.27mg/L	*******	0.3275	0.91	0.09347	0.91	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0224	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:26:28 PM	1	3	NPOC	37.04	35.97	10.57	10.27	NPOC:10.27mg/L	NPOC:10.27mg/L	*******	0.3275	0.91	0.09347	0.91	4	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0224	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:29:10 PM	1	4	NPOC	36.23	35.97	10.34	10.27	NPOC:10.27mg/L	NPOC:10.27mg/L	*******	0.3275	0.91	0.09347	0.91	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0225	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:37:00 PM	1	1	NPOC	41.64	41.77	11.89	11.92	NPOC:11.92mg/L	NPOC:11.92mg/L	*******	0.3439	0.82	0.09817	0.82	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0225	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:39:47 PM	1	2	NPOC	41.51	41.77	11.85	11.92	NPOC:11.92mg/L	NPOC:11.92mg/L	*******	0.3439	0.82	0.09817	0.82	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0225	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:42:32 PM	1	3	NPOC	42.16	41.77	12.03	11.92	NPOC:11.92mg/L	NPOC:11.92mg/L	*******	0.3439	0.82	0.09817	0.82	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0226	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:50:02 PM	1	1	NPOC	12.43	12.37	3.548	3.532	NPOC:3.532mg/L	NPOC:3.532mg/L	*******	0.07371	0.60	0.02104	0.60	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0226	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:52:28 PM	1	2	NPOC	12.29	12.37	3.508	3.532	NPOC:3.532mg/L	NPOC:3.532mg/L	*******	0.07371	0.60	0.02104	0.60	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0226	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 6:54:54 PM	1	3	NPOC	12.40	12.37	3.539	3.532	NPOC:3.532mg/L	NPOC:3.532mg/L	*******	0.07371	0.60	0.02104	0.60	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0227	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:02:29 PM	1	1	NPOC	11.68	12.16	3.334	3.472	NPOC:3.472mg/L	NPOC:3.472mg/L	*******	0.1159	0.95	0.03308	0.95	7	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0227	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:04:54 PM	1	2	NPOC	12.03	12.16	3.434	3.472	NPOC:3.472mg/L	NPOC:3.472mg/L	*******	0.1159	0.95	0.03308	0.95	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0227	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:07:19 PM	1	3	NPOC	12.22	12.16	3.488	3.472	NPOC:3.472mg/L	NPOC:3.472mg/L	*******	0.1159	0.95	0.03308	0.95	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0227	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:09:45 PM	1	4	NPOC	12.24	12.16	3.494	3.472	NPOC:3.472mg/L	NPOC:3.472mg/L	*******	0.1159	0.95	0.03308	0.95	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0228	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:17:24 PM	1	1	NPOC	11.83	11.26	3.377	3.213	NPOC:3.213mg/L	NPOC:3.213mg/L	*******	0.2120	1.88	0.06050	1.88	8	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0228	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:19:44 PM	1	2	NPOC	11.03	11.26	3.148	3.213	NPOC:3.213mg/L	NPOC:3.213mg/L	*******	0.2120	1.88	0.06050	1.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0228	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:22:14 PM	1	3	NPOC	11.45	11.26	3.268	3.213	NPOC:3.213mg/L	NPOC:3.213mg/L	*******	0.2120	1.88	0.06050	1.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0228	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:24:54 PM	1	4	NPOC	11.29	11.26	3.222	3.213	NPOC:3.213mg/L	NPOC:3.213mg/L	*******	0.2120	1.88	0.06050	1.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0229	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:32:29 PM	1	1	NPOC	10.26	10.23	2.928	2.921	NPOC:2.921mg/L	NPOC:2.921mg/L	*******	0.1617	1.58	0.04614	1.58	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0229	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:34:46 PM	1	2	NPOC	10.06	10.23	2.871	2.921	NPOC:2.921mg/L	NPOC:2.921mg/L	*******	0.1617	1.58	0.04614	1.58	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0229	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:37:03 PM	1	3	NPOC	10.38	10.23	2.963	2.921	NPOC:2.921mg/L	NPOC:2.921mg/L	*******	0.1617	1.58	0.04614	1.58	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0230	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:44:44 PM	1	1	NPOC	12.30	11.77	3.511	3.359	NPOC:3.359mg/L	NPOC:3.359mg/L	*******	0.2021	1.72	0.05768	1.72	10	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0230	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:47:29 PM	1	2	NPOC	11.95	11.77	3.411	3.359	NPOC:3.359mg/L	NPOC:3.359mg/L	*******	0.2021	1.72	0.05768	1.72	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0230	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:50:05 PM	1	3	NPOC	11.80	11.77	3.368	3.359	NPOC:3.359mg/L	NPOC:3.359mg/L	*******	0.2021	1.72	0.05768	1.72	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0230	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 7:52:41 PM	1	4	NPOC	11.55	11.77	3.297	3.359	NPOC:3.359mg/L	NPOC:3.359mg/L	*******	0.2021	1.72	0.05768	1.72	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0231	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:00:32 PM	1	1	NPOC	39.68	39.94	11.33	11.40	NPOC:11.40mg/L	NPOC:11.40mg/L	*******	0.4274	1.07	0.1220	1.07	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0231	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:03:16 PM	1	2	NPOC	39.70	39.94	11.33	11.40	NPOC:11.40mg/L	NPOC:11.40mg/L	*******	0.4274	1.07	0.1220	1.07	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0231	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:05:53 PM	1	3	NPOC	40.43	39.94	11.54	11.40	NPOC:11.40mg/L	NPOC:11.40mg/L	*******	0.4274	1.07	0.1220	1.07	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0232	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:13:57 PM	1	1	NPOC	37.11	37.53	10.59	10.71	NPOC:10.71mg/L	NPOC:10.71mg/L	*******	0.6102	1.63	0.1742	1.63	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0232	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:16:47 PM	1	2	NPOC	37.25	37.53	10.63	10.71	NPOC:10.71mg/L	NPOC:10.71mg/L	*******	0.6102	1.63	0.1742	1.63	12	0	50	1.000	
